AccidentDate,State,Accident_Count
2019-03-29,VA,62
2019-03-29,VT,1
2019-03-29,WA,43
2019-03-29,WI,10
2019-03-29,WV,1
2019-03-30,AL,15
2019-03-30,AZ,23
2019-03-30,CA,188
2019-03-30,CO,27
2019-03-30,CT,9
2019-03-30,FL,79
2019-03-30,GA,38
2019-03-30,IA,1
2019-03-30,ID,1
2019-03-30,IL,24
2019-03-30,IN,5
2019-03-30,KS,5
2019-03-30,KY,10
2019-03-30,LA,26
2019-03-30,MA,1
2019-03-30,MD,5
2019-03-30,MI,28
2019-03-30,MN,11
2019-03-30,MO,30
2019-03-30,MS,1
2019-03-30,NC,41
2019-03-30,ND,1
2019-03-30,NE,3
2019-03-30,NH,2
2019-03-30,NJ,15
2019-03-30,NM,3
2019-03-30,NV,0
2019-03-30,NY,52
2019-03-30,OH,10
2019-03-30,OK,2
2019-03-30,OR,88
2019-03-30,PA,29
2019-03-30,RI,5
2019-03-30,SC,44
2019-03-30,TN,24
2019-03-30,TX,99
2019-03-30,UT,38
2019-03-30,VA,24
2019-03-30,WA,40
2019-03-30,WI,8
2019-03-31,AL,15
2019-03-31,AR,3
2019-03-31,AZ,20
2019-03-31,CA,203
2019-03-31,CO,33
2019-03-31,CT,4
2019-03-31,FL,51
2019-03-31,GA,37
2019-03-31,IL,9
2019-03-31,IN,12
2019-03-31,KS,0
2019-03-31,KY,4
2019-03-31,LA,10
2019-03-31,MA,3
2019-03-31,MD,2
2019-03-31,MI,22
2019-03-31,MN,4
2019-03-31,MO,8
2019-03-31,NC,26
2019-03-31,NE,3
2019-03-31,NH,2
2019-03-31,NJ,8
2019-03-31,NM,2
2019-03-31,NV,3
2019-03-31,NY,40
2019-03-31,OH,9
2019-03-31,OK,2
2019-03-31,OR,67
2019-03-31,PA,16
2019-03-31,RI,3
2019-03-31,SC,28
2019-03-31,SD,1
2019-03-31,TN,24
2019-03-31,TX,43
2019-03-31,UT,31
2019-03-31,VA,7
2019-03-31,WA,29
2019-03-31,WI,7
2019-04-01,AL,80
2019-04-01,AR,2
2019-04-01,AZ,83
2019-04-01,CA,334
2019-04-01,CO,61
2019-04-01,CT,12
2019-04-01,DC,11
2019-04-01,DE,8
2019-04-01,FL,225
2019-04-01,GA,84
2019-04-01,IA,6
2019-04-01,IL,61
2019-04-01,IN,10
2019-04-01,KS,3
2019-04-01,KY,9
2019-04-01,LA,55
2019-04-01,MA,49
2019-04-01,MD,30
2019-04-01,MI,40
2019-04-01,MN,22
2019-04-01,MO,40
2019-04-01,MS,7
2019-04-01,NC,213
2019-04-01,NE,13
2019-04-01,NH,11
2019-04-01,NJ,43
2019-04-01,NM,6
2019-04-01,NV,3
2019-04-01,NY,223
2019-04-01,OH,56
2019-04-01,OK,98
2019-04-01,OR,101
2019-04-01,PA,58
2019-04-01,RI,19
2019-04-01,SC,186
2019-04-01,TN,91
2019-04-01,TX,302
2019-04-01,UT,45
2019-04-01,VA,83
2019-04-01,VT,1
2019-04-01,WA,42
2019-04-01,WI,19
2019-04-01,WV,3
2019-04-02,AL,68
2019-04-02,AR,3
2019-04-02,AZ,78
2019-04-02,CA,500
2019-04-02,CO,52
2019-04-02,CT,22
2019-04-02,DC,4
2019-04-02,DE,6
2019-04-02,FL,221
2019-04-02,GA,95
2019-04-02,IA,6
2019-04-02,ID,1
2019-04-02,IL,58
2019-04-02,IN,16
2019-04-02,KS,8
2019-04-02,KY,15
2019-04-02,LA,78
2019-04-02,MA,31
2019-04-02,MD,30
2019-04-02,MI,58
2019-04-02,MN,57
2019-04-02,MO,48
2019-04-02,MS,4
2019-04-02,NC,211
2019-04-02,NE,18
2019-04-02,NH,3
2019-04-02,NJ,41
2019-04-02,NM,5
2019-04-02,NV,11
2019-04-02,NY,146
2019-04-02,OH,39
2019-04-02,OK,101
2019-04-02,OR,96
2019-04-02,PA,54
2019-04-02,RI,12
2019-04-02,SC,213
2019-04-02,TN,96
2019-04-02,TX,288
2019-04-02,UT,62
2019-04-02,VA,97
2019-04-02,WA,53
2019-04-02,WI,14
2019-04-03,AL,92
2019-04-03,AR,3
2019-04-03,AZ,79
2019-04-03,CA,371
2019-04-03,CO,46
2019-04-03,CT,10
2019-04-03,DC,7
2019-04-03,DE,12
2019-04-03,FL,212
2019-04-03,GA,77
2019-04-03,IA,2
2019-04-03,ID,3
2019-04-03,IL,71
2019-04-03,IN,19
2019-04-03,KS,5
2019-04-03,KY,17
2019-04-03,LA,68
2019-04-03,MA,41
2019-04-03,MD,29
2019-04-03,ME,1
2019-04-03,MI,51
2019-04-03,MN,51
2019-04-03,MO,34
2019-04-03,MS,3
2019-04-03,NC,200
2019-04-03,NE,24
2019-04-03,NH,3
2019-04-03,NJ,38
2019-04-03,NM,2
2019-04-03,NV,4
2019-04-03,NY,161
2019-04-03,OH,51
2019-04-03,OK,88
2019-04-03,OR,87
2019-04-03,PA,65
2019-04-03,RI,7
2019-04-03,SC,187
2019-04-03,SD,1
2019-04-03,TN,97
2019-04-03,TX,264
2019-04-03,UT,50
2019-04-03,VA,103
2019-04-03,WA,36
2019-04-03,WI,16
2019-04-03,WV,2
2019-04-04,AL,83
2019-04-04,AR,10
2019-04-04,AZ,75
2019-04-04,CA,355
2019-04-04,CO,59
2019-04-04,CT,22
2019-04-04,DC,10
2019-04-04,DE,6
2019-04-04,FL,228
2019-04-04,GA,71
2019-04-04,IA,5
2019-04-04,IL,64
2019-04-04,IN,19
2019-04-04,KS,7
2019-04-04,KY,6
2019-04-04,LA,96
2019-04-04,MA,35
2019-04-04,MD,27
2019-04-04,ME,3
2019-04-04,MI,59
2019-04-04,MN,45
2019-04-04,MO,52
2019-04-04,MS,17
2019-04-04,MT,1
2019-04-04,NC,225
2019-04-04,NE,19
2019-04-04,NH,9
2019-04-04,NJ,42
2019-04-04,NM,6
2019-04-04,NV,4
2019-04-04,NY,181
2019-04-04,OH,37
2019-04-04,OK,102
2019-04-04,OR,94
2019-04-04,PA,56
2019-04-04,RI,10
2019-04-04,SC,155
2019-04-04,SD,1
2019-04-04,TN,106
2019-04-04,TX,342
2019-04-04,UT,64
2019-04-04,VA,94
2019-04-04,WA,48
2019-04-04,WI,13
2019-04-04,WY,1
2019-04-05,AL,91
2019-04-05,AR,3
2019-04-05,AZ,85
2019-04-05,CA,450
2019-04-05,CO,50
2019-04-05,CT,11
2019-04-05,DC,13
2019-04-05,DE,6
2019-04-05,FL,288
2019-04-05,GA,112
2019-04-05,IA,6
2019-04-05,ID,1
2019-04-05,IL,58
2019-04-05,IN,11
2019-04-05,KS,18
2019-04-05,KY,6
2019-04-05,LA,78
2019-04-05,MA,39
2019-04-05,MD,21
2019-04-05,ME,5
2019-04-05,MI,65
2019-04-05,MN,52
2019-04-05,MO,32
2019-04-05,MS,12
2019-04-05,NC,273
2019-04-05,NE,12
2019-04-05,NH,6
2019-04-05,NJ,37
2019-04-05,NM,10
2019-04-05,NV,5
2019-04-05,NY,156
2019-04-05,OH,48
2019-04-05,OK,92
2019-04-05,OR,129
2019-04-05,PA,65
2019-04-05,RI,12
2019-04-05,SC,240
2019-04-05,TN,96
2019-04-05,TX,292
2019-04-05,UT,65
2019-04-05,VA,95
2019-04-05,WA,61
2019-04-05,WI,9
2019-04-05,WV,5
2019-04-05,WY,2
2019-04-06,AL,22
2019-04-06,AR,2
2019-04-06,AZ,26
2019-04-06,CA,229
2019-04-06,CO,29
2019-04-06,CT,5
2019-04-06,DE,1
2019-04-06,FL,91
2019-04-06,GA,48
2019-04-06,IA,2
2019-04-06,ID,1
2019-04-06,IL,18
2019-04-06,IN,6
2019-04-06,KS,4
2019-04-06,KY,5
2019-04-06,LA,11
2019-04-06,MD,13
2019-04-06,ME,1
2019-04-06,MI,21
2019-04-06,MN,13
2019-04-06,MO,7
2019-04-06,MS,1
2019-04-06,NC,38
2019-04-06,NH,2
2019-04-06,NJ,20
2019-04-06,NM,3
2019-04-06,NY,64
2019-04-06,OH,4
2019-04-06,OK,16
2019-04-06,OR,136
2019-04-06,PA,13
2019-04-06,RI,3
2019-04-06,SC,42
2019-04-06,TN,19
2019-04-06,TX,96
2019-04-06,UT,23
2019-04-06,VA,20
2019-04-06,WA,35
2019-04-06,WI,4
2019-04-06,WV,4
2019-04-07,AL,16
2019-04-07,AR,4
2019-04-07,AZ,25
2019-04-07,CA,190
2019-04-07,CO,16
2019-04-07,CT,2
2019-04-07,FL,55
2019-04-07,GA,26
2019-04-07,IA,1
2019-04-07,ID,6
2019-04-07,IL,4
2019-04-07,IN,3
2019-04-07,KS,2
2019-04-07,KY,19
2019-04-07,LA,13
2019-04-07,MA,3
2019-04-07,MD,10
2019-04-07,MI,24
2019-04-07,MN,14
2019-04-07,MO,10
2019-04-07,NC,42
2019-04-07,NE,4
2019-04-07,NJ,9
2019-04-07,NM,2
2019-04-07,NV,4
2019-04-07,NY,50
2019-04-07,OH,7
2019-04-07,OK,6
2019-04-07,OR,136
2019-04-07,PA,27
2019-04-07,SC,46
2019-04-07,TN,24
2019-04-07,TX,84
2019-04-07,UT,25
2019-04-07,VA,21
2019-04-07,WA,21
2019-04-07,WI,2
2019-04-08,AL,68
2019-04-08,AZ,45
2019-04-08,CA,413
2019-04-08,CO,53
2019-04-08,CT,19
2019-04-08,DC,7
2019-04-08,DE,16
2019-04-08,FL,205
2019-04-08,GA,88
2019-04-08,IA,15
2019-04-08,IL,61
2019-04-08,IN,29
2019-04-08,KS,9
2019-04-08,KY,32
2019-04-08,LA,73
2019-04-08,MA,42
2019-04-08,MD,34
2019-04-08,ME,3
2019-04-08,MI,57
2019-04-08,MN,45
2019-04-08,MO,40
2019-04-08,MS,10
2019-04-08,NC,251
2019-04-08,NE,21
2019-04-08,NH,22
2019-04-08,NJ,48
2019-04-08,NM,3
2019-04-08,NV,5
2019-04-08,NY,150
2019-04-08,OH,50
2019-04-08,OK,90
2019-04-08,OR,181
2019-04-08,PA,77
2019-04-08,RI,5
2019-04-08,SC,209
2019-04-08,TN,138
2019-04-08,TX,294
2019-04-08,UT,23
2019-04-08,VA,94
2019-04-08,VT,2
2019-04-08,WA,48
2019-04-08,WI,30
2019-04-08,WV,1
2019-04-09,AL,77
2019-04-09,AR,7
2019-04-09,AZ,96
2019-04-09,CA,534
2019-04-09,CO,52
2019-04-09,CT,12
2019-04-09,DC,8
2019-04-09,DE,13
2019-04-09,FL,209
2019-04-09,GA,99
2019-04-09,IA,10
2019-04-09,ID,1
2019-04-09,IL,84
2019-04-09,IN,36
2019-04-09,KS,9
2019-04-09,KY,23
2019-04-09,LA,85
2019-04-09,MA,29
2019-04-09,MD,28
2019-04-09,MI,64
2019-04-09,MN,53
2019-04-09,MO,46
2019-04-09,MS,3
2019-04-09,MT,2
2019-04-09,NC,229
2019-04-09,NE,21
2019-04-09,NH,10
2019-04-09,NJ,39
2019-04-09,NM,1
2019-04-09,NV,11
2019-04-09,NY,146
2019-04-09,OH,49
2019-04-09,OK,86
2019-04-09,OR,137
2019-04-09,PA,43
2019-04-09,RI,7
2019-04-09,SC,198
2019-04-09,TN,95
2019-04-09,TX,321
2019-04-09,UT,65
2019-04-09,VA,115
2019-04-09,VT,3
2019-04-09,WA,45
2019-04-09,WI,23
2019-04-09,WV,2
2019-04-10,AL,85
2019-04-10,AZ,65
2019-04-10,CA,574
2019-04-10,CO,51
2019-04-10,CT,15
2019-04-10,DC,5
2019-04-10,DE,6
2019-04-10,FL,214
2019-04-10,GA,90
2019-04-10,IA,7
2019-04-10,ID,1
2019-04-10,IL,71
2019-04-10,IN,28
2019-04-10,KS,9
2019-04-10,KY,27
2019-04-10,LA,101
2019-04-10,MA,28
2019-04-10,MD,28
2019-04-10,ME,2
2019-04-10,MI,44
2019-04-10,MN,156
2019-04-10,MO,26
2019-04-10,MS,7
2019-04-10,NC,234
2019-04-10,NE,18
2019-04-10,NH,8
2019-04-10,NJ,36
2019-04-10,NM,8
2019-04-10,NV,11
2019-04-10,NY,137
2019-04-10,OH,46
2019-04-10,OK,94
2019-04-10,OR,105
2019-04-10,PA,41
2019-04-10,RI,8
2019-04-10,SC,209
2019-04-10,SD,1
2019-04-10,TN,122
2019-04-10,TX,239
2019-04-10,UT,78
2019-04-10,VA,94
2019-04-10,WA,53
2019-04-10,WI,24
2019-04-11,AL,56
2019-04-11,AR,1
2019-04-11,AZ,73
2019-04-11,CA,579
2019-04-11,CO,99
2019-04-11,CT,12
2019-04-11,DC,6
2019-04-11,DE,4
2019-04-11,FL,177
2019-04-11,GA,63
2019-04-11,IA,10
2019-04-11,IL,54
2019-04-11,IN,30
2019-04-11,KS,5
2019-04-11,KY,12
2019-04-11,LA,72
2019-04-11,MA,29
2019-04-11,MD,26
2019-04-11,ME,1
2019-04-11,MI,50
2019-04-11,MN,182
2019-04-11,MO,35
2019-04-11,MS,6
2019-04-11,MT,1
2019-04-11,NC,177
2019-04-11,NE,15
2019-04-11,NH,6
2019-04-11,NJ,29
2019-04-11,NM,5
2019-04-11,NV,4
2019-04-11,NY,119
2019-04-11,OH,37
2019-04-11,OK,112
2019-04-11,OR,115
2019-04-11,PA,49
2019-04-11,RI,9
2019-04-11,SC,185
2019-04-11,TN,82
2019-04-11,TX,255
2019-04-11,UT,58
2019-04-11,VA,93
2019-04-11,WA,41
2019-04-11,WI,48
2019-04-11,WV,4
2019-04-11,WY,1
2019-04-12,AL,85
2019-04-12,AZ,77
2019-04-12,CA,439
2019-04-12,CO,74
2019-04-12,CT,8
2019-04-12,DC,10
2019-04-12,DE,6
2019-04-12,FL,211
2019-04-12,GA,66
2019-04-12,IA,4
2019-04-12,IL,72
2019-04-12,IN,37
2019-04-12,KS,5
2019-04-12,KY,21
2019-04-12,LA,65
2019-04-12,MA,24
2019-04-12,MD,23
2019-04-12,ME,0
2019-04-12,MI,64
2019-04-12,MN,55
2019-04-12,MO,44
2019-04-12,MS,7
2019-04-12,MT,4
2019-04-12,NC,228
2019-04-12,NE,11
2019-04-12,NH,8
2019-04-12,NJ,26
2019-04-12,NM,8
2019-04-12,NV,10
2019-04-12,NY,148
2019-04-12,OH,56
2019-04-12,OK,119
2019-04-12,OR,97
2019-04-12,PA,68
2019-04-12,RI,5
2019-04-12,SC,240
2019-04-12,TN,105
2019-04-12,TX,348
2019-04-12,UT,109
2019-04-12,VA,111
2019-04-12,WA,29
2019-04-12,WI,24
2019-04-12,WV,5
2019-04-13,AL,30
2019-04-13,AR,6
2019-04-13,AZ,35
2019-04-13,CA,248
2019-04-13,CO,31
2019-04-13,CT,6
2019-04-13,DC,1
2019-04-13,FL,80
2019-04-13,GA,47
2019-04-13,IA,2
2019-04-13,IL,22
2019-04-13,IN,4
2019-04-13,KS,2
2019-04-13,KY,1
2019-04-13,LA,5
2019-04-13,MA,4
2019-04-13,MD,5
2019-04-13,ME,2
2019-04-13,MI,20
2019-04-13,MN,20
2019-04-13,MO,10
2019-04-13,NC,69
2019-04-13,NE,1
2019-04-13,NH,5
2019-04-13,NJ,13
2019-04-13,NV,2
2019-04-13,NY,47
2019-04-13,OH,5
2019-04-13,OK,10
2019-04-13,OR,103
2019-04-13,PA,27
2019-04-13,RI,4
2019-04-13,SC,51
2019-04-13,TN,21
2019-04-13,TX,93
2019-04-13,UT,30
2019-04-13,VA,18
2019-04-13,WA,20
2019-04-13,WI,2
2019-04-13,WV,1
2019-04-14,AL,19
2019-04-14,AZ,26
2019-04-14,CA,201
2019-04-14,CO,4
2019-04-14,CT,7
2019-04-14,DE,1
2019-04-14,FL,53
2019-04-14,GA,51
2019-04-14,IA,1
2019-04-14,IL,22
2019-04-14,IN,8
2019-04-14,KS,2
2019-04-14,KY,8
2019-04-14,LA,9
2019-04-14,MA,1
2019-04-14,MD,9
2019-04-14,ME,1
2019-04-14,MI,52
2019-04-14,MN,11
2019-04-14,MO,4
2019-04-14,NC,6
2019-04-14,NE,4
2019-04-14,NH,2
2019-04-14,NJ,11
2019-04-14,NM,1
2019-04-14,NV,1
2019-04-14,NY,48
2019-04-14,OH,10
2019-04-14,OK,6
2019-04-14,OR,72
2019-04-14,PA,16
2019-04-14,RI,4
2019-04-14,SC,27
2019-04-14,TN,18
2019-04-14,TX,58
2019-04-14,UT,18
2019-04-14,VA,28
2019-04-14,WA,22
2019-04-14,WI,7
2019-04-14,WV,1
2019-04-15,AL,57
2019-04-15,AZ,71
2019-04-15,CA,400
2019-04-15,CO,49
2019-04-15,CT,14
2019-04-15,DC,3
2019-04-15,DE,6
2019-04-15,FL,235
2019-04-15,GA,93
2019-04-15,IA,6
2019-04-15,IL,157
2019-04-15,IN,27
2019-04-15,KS,6
2019-04-15,KY,23
2019-04-15,LA,70
2019-04-15,MA,28
2019-04-15,MD,32
2019-04-15,MI,85
2019-04-15,MN,58
2019-04-15,MO,32
2019-04-15,MS,7
2019-04-15,NC,149
2019-04-15,NE,17
2019-04-15,NH,6
2019-04-15,NJ,49
2019-04-15,NM,6
2019-04-15,NV,7
2019-04-15,NY,149
2019-04-15,OH,39
2019-04-15,OK,92
2019-04-15,OR,99
2019-04-15,PA,51
2019-04-15,RI,20
2019-04-15,SC,207
2019-04-15,TN,102
2019-04-15,TX,254
2019-04-15,UT,77
2019-04-15,VA,85
2019-04-15,WA,42
2019-04-15,WI,29
2019-04-15,WV,1
2019-04-16,AL,51
2019-04-16,AR,4
2019-04-16,AZ,83
2019-04-16,CA,377
2019-04-16,CO,54
2019-04-16,CT,14
2019-04-16,DC,7
2019-04-16,DE,3
2019-04-16,FL,203
2019-04-16,GA,71
2019-04-16,IA,4
2019-04-16,ID,2
2019-04-16,IL,60
2019-04-16,IN,29
2019-04-16,KS,11
2019-04-16,KY,17
2019-04-16,LA,76
2019-04-16,MA,30
2019-04-16,MD,21
2019-04-16,MI,46
2019-04-16,MN,67
2019-04-16,MO,44
2019-04-16,MS,5
2019-04-16,NC,198
2019-04-16,NE,19
2019-04-16,NH,6
2019-04-16,NJ,44
2019-04-16,NM,3
2019-04-16,NV,8
2019-04-16,NY,162
2019-04-16,OH,31
2019-04-16,OK,68
2019-04-16,OR,81
2019-04-16,PA,44
2019-04-16,RI,4
2019-04-16,SC,186
2019-04-16,TN,120
2019-04-16,TX,230
2019-04-16,UT,72
2019-04-16,VA,94
2019-04-16,VT,1
2019-04-16,WA,32
2019-04-16,WI,9
2019-04-16,WV,1
2019-04-17,AL,90
2019-04-17,AR,6
2019-04-17,AZ,85
2019-04-17,CA,412
2019-04-17,CO,42
2019-04-17,CT,20
2019-04-17,DC,5
2019-04-17,DE,5
2019-04-17,FL,218
2019-04-17,GA,69
2019-04-17,IA,7
2019-04-17,IL,60
2019-04-17,IN,22
2019-04-17,KS,6
2019-04-17,KY,30
2019-04-17,LA,60
2019-04-17,MA,29
2019-04-17,MD,15
2019-04-17,ME,2
2019-04-17,MI,54
2019-04-17,MN,58
2019-04-17,MO,30
2019-04-17,MS,8
2019-04-17,NC,150
2019-04-17,NE,14
2019-04-17,NH,7
2019-04-17,NJ,45
2019-04-17,NM,14
2019-04-17,NV,4
2019-04-17,NY,170
2019-04-17,OH,43
2019-04-17,OK,99
2019-04-17,OR,111
2019-04-17,PA,46
2019-04-17,RI,12
2019-04-17,SC,212
2019-04-17,TN,99
2019-04-17,TX,226
2019-04-17,UT,78
2019-04-17,VA,116
2019-04-17,WA,42
2019-04-17,WI,12
2019-04-17,WV,3
2019-04-18,AL,46
2019-04-18,AR,19
2019-04-18,AZ,88
2019-04-18,CA,460
2019-04-18,CO,81
2019-04-18,CT,16
2019-04-18,DC,5
2019-04-18,DE,10
2019-04-18,FL,207
2019-04-18,GA,112
2019-04-18,IA,10
2019-04-18,ID,1
2019-04-18,IL,81
2019-04-18,IN,18
2019-04-18,KS,4
2019-04-18,KY,12
2019-04-18,LA,56
2019-04-18,MA,23
2019-04-18,MD,22
2019-04-18,ME,1
2019-04-18,MI,57
2019-04-18,MN,58
2019-04-18,MO,34
2019-04-18,MS,10
2019-04-18,NC,163
2019-04-18,NE,7
2019-04-18,NH,8
2019-04-18,NJ,55
2019-04-18,NM,5
2019-04-18,NV,6
2019-04-18,NY,152
2019-04-18,OH,33
2019-04-18,OK,84
2019-04-18,OR,87
2019-04-18,PA,53
2019-04-18,RI,9
2019-04-18,SC,179
2019-04-18,TN,108
2019-04-18,TX,316
2019-04-18,UT,87
2019-04-18,VA,108
2019-04-18,WA,45
2019-04-18,WI,8
2019-04-18,WV,1
2019-04-19,AL,56
2019-04-19,AR,2
2019-04-19,AZ,66
2019-04-19,CA,454
2019-04-19,CO,61
2019-04-19,CT,23
2019-04-19,DC,4
2019-04-19,DE,4
2019-04-19,FL,218
2019-04-19,GA,113
2019-04-19,IA,8
2019-04-19,IL,49
2019-04-19,IN,26
2019-04-19,KS,3
2019-04-19,KY,17
2019-04-19,LA,45
2019-04-19,MA,27
2019-04-19,MD,34
2019-04-19,ME,6
2019-04-19,MI,63
2019-04-19,MN,47
2019-04-19,MO,26
2019-04-19,MS,13
2019-04-19,NC,182
2019-04-19,NE,11
2019-04-19,NH,3
2019-04-19,NJ,28
2019-04-19,NM,7
2019-04-19,NV,7
2019-04-19,NY,135
2019-04-19,OH,46
2019-04-19,OK,111
2019-04-19,OR,101
2019-04-19,PA,64
2019-04-19,RI,6
2019-04-19,SC,237
2019-04-19,TN,113
2019-04-19,TX,195
2019-04-19,UT,68
2019-04-19,VA,108
2019-04-19,WA,51
2019-04-19,WI,8
2019-04-19,WV,5
2019-04-20,AL,17
2019-04-20,AR,1
2019-04-20,AZ,13
2019-04-20,CA,177
2019-04-20,CO,50
2019-04-20,CT,7
2019-04-20,DC,1
2019-04-20,DE,4
2019-04-20,FL,40
2019-04-20,GA,27
2019-04-20,ID,4
2019-04-20,IL,6
2019-04-20,IN,4
2019-04-20,KY,1
2019-04-20,LA,8
2019-04-20,MA,4
2019-04-20,MD,14
2019-04-20,MI,66
2019-04-20,MN,7
2019-04-20,MO,15
2019-04-20,MS,3
2019-04-20,NC,25
2019-04-20,NE,1
2019-04-20,NH,7
2019-04-20,NJ,27
2019-04-20,NM,5
2019-04-20,NV,2
2019-04-20,NY,46
2019-04-20,OH,9
2019-04-20,OK,10
2019-04-20,OR,87
2019-04-20,PA,26
2019-04-20,RI,5
2019-04-20,SC,18
2019-04-20,TN,25
2019-04-20,TX,62
2019-04-20,UT,59
2019-04-20,VA,23
2019-04-20,WA,22
2019-04-20,WI,4
2019-04-21,AL,17
2019-04-21,AZ,36
2019-04-21,CA,242
2019-04-21,CO,13
2019-04-21,CT,6
2019-04-21,DC,2
2019-04-21,FL,73
2019-04-21,GA,28
2019-04-21,IA,1
2019-04-21,ID,1
2019-04-21,IL,15
2019-04-21,IN,1
2019-04-21,KS,1
2019-04-21,KY,5
2019-04-21,LA,2
2019-04-21,MA,4
2019-04-21,MD,7
2019-04-21,MI,17
2019-04-21,MN,11
2019-04-21,MO,4
2019-04-21,MS,1
2019-04-21,NC,33
2019-04-21,NE,5
2019-04-21,NH,2
2019-04-21,NJ,16
2019-04-21,NY,39
2019-04-21,OH,3
2019-04-21,OK,13
2019-04-21,OR,65
2019-04-21,PA,25
2019-04-21,RI,6
2019-04-21,SC,30
2019-04-21,TN,9
2019-04-21,TX,50
2019-04-21,UT,59
2019-04-21,VA,23
2019-04-21,WA,9
2019-04-21,WI,3
2019-04-21,WV,1
2019-04-22,AL,53
2019-04-22,AR,4
2019-04-22,AZ,70
2019-04-22,CA,389
2019-04-22,CO,53
2019-04-22,CT,42
2019-04-22,DC,8
2019-04-22,DE,1
2019-04-22,FL,226
2019-04-22,GA,65
2019-04-22,IA,5
2019-04-22,IL,39
2019-04-22,IN,28
2019-04-22,KS,2
2019-04-22,KY,20
2019-04-22,LA,71
2019-04-22,MA,37
2019-04-22,MD,39
2019-04-22,ME,2
2019-04-22,MI,81
2019-04-22,MN,69
2019-04-22,MO,30
2019-04-22,MS,4
2019-04-22,NC,167
2019-04-22,NE,5
2019-04-22,NH,10
2019-04-22,NJ,84
2019-04-22,NM,5
2019-04-22,NV,2
2019-04-22,NY,148
2019-04-22,OH,46
2019-04-22,OK,81
2019-04-22,OR,101
2019-04-22,PA,59
2019-04-22,RI,15
2019-04-22,SC,213
2019-04-22,TN,121
2019-04-22,TX,240
2019-04-22,UT,41
2019-04-22,VA,60
2019-04-22,WA,51
2019-04-22,WI,16
2019-04-22,WV,1
2019-04-23,AL,54
2019-04-23,AR,5
2019-04-23,AZ,60
2019-04-23,CA,459
2019-04-23,CO,53
2019-04-23,CT,19
2019-04-23,DC,9
2019-04-23,DE,6
2019-04-23,FL,186
2019-04-23,GA,95
2019-04-23,IA,7
2019-04-23,IL,81
2019-04-23,IN,33
2019-04-23,KS,3
2019-04-23,KY,25
2019-04-23,LA,61
2019-04-23,MA,30
2019-04-23,MD,34
2019-04-23,MI,68
2019-04-23,MN,78
2019-04-23,MO,38
2019-04-23,MS,11
2019-04-23,NC,263
2019-04-23,NE,16
2019-04-23,NH,2
2019-04-23,NJ,43
2019-04-23,NM,9
2019-04-23,NV,8
2019-04-23,NY,179
2019-04-23,OH,43
2019-04-23,OK,96
2019-04-23,OR,54
2019-04-23,PA,70
2019-04-23,RI,8
2019-04-23,SC,201
2019-04-23,TN,93
2019-04-23,TX,255
2019-04-23,UT,46
2019-04-23,VA,108
2019-04-23,VT,1
2019-04-23,WA,58
2019-04-23,WI,14
2019-04-23,WY,1
2019-04-24,AL,71
2019-04-24,AR,5
2019-04-24,AZ,82
2019-04-24,CA,394
2019-04-24,CO,55
2019-04-24,CT,26
2019-04-24,DC,9
2019-04-24,DE,9
2019-04-24,FL,195
2019-04-24,GA,70
2019-04-24,IA,4
2019-04-24,ID,2
2019-04-24,IL,78
2019-04-24,IN,24
2019-04-24,KS,5
2019-04-24,KY,18
2019-04-24,LA,80
2019-04-24,MA,40
2019-04-24,MD,26
2019-04-24,ME,2
2019-04-24,MI,44
2019-04-24,MN,42
2019-04-24,MO,46
2019-04-24,MS,1
2019-04-24,NC,148
2019-04-24,NE,15
2019-04-24,NH,2
2019-04-24,NJ,29
2019-04-24,NM,9
2019-04-24,NV,3
2019-04-24,NY,146
2019-04-24,OH,34
2019-04-24,OK,83
2019-04-24,OR,16
2019-04-24,PA,74
2019-04-24,RI,10
2019-04-24,SC,233
2019-04-24,TN,98
2019-04-24,TX,400
2019-04-24,UT,63
2019-04-24,VA,108
2019-04-24,WA,38
2019-04-24,WI,23
2019-04-25,AL,100
2019-04-25,AR,3
2019-04-25,AZ,78
2019-04-25,CA,413
2019-04-25,CO,52
2019-04-25,CT,12
2019-04-25,DC,1
2019-04-25,DE,1
2019-04-25,FL,170
2019-04-25,GA,91
2019-04-25,IA,9
2019-04-25,IL,54
2019-04-25,IN,23
2019-04-25,KS,2
2019-04-25,KY,26
2019-04-25,LA,71
2019-04-25,MA,28
2019-04-25,MD,28
2019-04-25,ME,1
2019-04-25,MI,53
2019-04-25,MN,46
2019-04-25,MO,50
2019-04-25,MS,12
2019-04-25,MT,1
2019-04-25,NC,179
2019-04-25,NE,18
2019-04-25,NH,10
2019-04-25,NJ,30
2019-04-25,NM,8
2019-04-25,NV,8
2019-04-25,NY,133
2019-04-25,OH,55
2019-04-25,OK,83
2019-04-25,OR,20
2019-04-25,PA,77
2019-04-25,RI,4
2019-04-25,SC,184
2019-04-25,TN,101
2019-04-25,TX,314
2019-04-25,UT,83
2019-04-25,VA,81
2019-04-25,WA,26
2019-04-25,WI,18
2019-04-25,WV,1
2019-04-26,AL,92
2019-04-26,AR,5
2019-04-26,AZ,83
2019-04-26,CA,399
2019-04-26,CO,59
2019-04-26,CT,15
2019-04-26,DC,7
2019-04-26,DE,2
2019-04-26,FL,228
2019-04-26,GA,90
2019-04-26,IA,3
2019-04-26,IL,89
2019-04-26,IN,25
2019-04-26,KS,8
